       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,             41,            0.0,           -0.7,            1.2,            0.3,           -0.9,           -2.2,           -0.1,            3.0,           -7.2,           -1.4
              0,             42,            0.0,           -0.1,           -0.1,            0.7,           -1.6,            1.8,           -3.3,            0.3,            2.8,          -15.8
              0,             43,            0.0,           -0.7,            0.4,           -0.2,           -0.6,           -2.1,            0.4,            7.9,           -5.1,            5.0
              0,             44,            0.0,            0.5,           -0.6,           -0.4,           -0.3,            1.0,            4.1,           -6.3,            6.5,            5.6
              0,             45,            0.0,            1.5,            0.9,           -1.9,           -0.5,           -1.1,           -1.9,           -0.7,           -0.7,            3.5
              0,             46,            0.0,           -0.2,            0.3,           -0.3,           -1.1,            1.9,            0.2,            1.9,          -10.6,           13.8
              0,             47,            0.0,           -0.1,           -0.2,            0.1,            3.4,            3.8,            0.8,          -50.3,           35.9,          -28.1
              0,             48,            0.0,           -0.2,            0.2,            0.3,            2.0,           -4.1,            0.9,            0.4,          -14.0,           -9.4
              0,             49,            0.0,            0.8,            1.5,           -1.6,            1.2,           -0.6,            0.9,           -1.0,           -2.0,            2.3
              0,             50,            0.0,           -0.7,           -0.5,           -0.2,           -0.3,            2.1,           -0.9,           12.8,            3.8,           14.1
              0,             51,            0.0,           -1.0,           -1.4,           -0.9,            2.0,            0.7,           -1.9,            7.1,            5.4,            3.7
              0,             52,            0.0,           -0.6,            0.3,            0.4,           -1.4,           -2.1,           -2.1,           12.9,           -6.7,           -5.1
              0,             53,            0.0,           -0.1,            2.0,            3.0,           -1.8,           -0.7,            0.4,            0.0,           -0.9,           -1.4
              0,             54,            0.0,           -1.3,            0.6,            1.1,            1.6,           -0.8,           -1.4,            3.8,           -2.4,           -3.9
              0,             55,            0.0,           -1.3,            0.2,           -0.2,            2.8,            1.3,            0.9,            8.8,           -0.8,            1.7
              0,             56,            0.0,           -1.6,           -0.8,           -2.1,            0.6,            2.2,           -1.6,            1.5,            0.8,            2.4
              0,             57,            0.0,           -0.4,           -0.5,            0.1,           -0.6,            1.8,            1.0,            9.7,           12.3,           -2.2
              0,             58,            0.0,            0.6,           -0.8,           -0.4,            0.0,            1.5,            2.6,           -6.7,            8.8,            3.8
              0,             59,            0.0,           -0.6,            0.5,            0.0,            3.1,           -0.0,           -2.3,           12.4,          -11.5,           -1.4
              0,             60,            0.0,           -0.1,            0.5,            0.1,            2.8,            1.4,           -0.5,           -5.3,          -12.6,           -1.8
              0,             61,            0.0,           -1.0,           -1.8,            1.2,            0.1,            0.1,           -0.8,            1.2,            2.0,           -1.4
              0,             62,            0.0,           -1.0,            0.1,            0.8,           -3.4,            0.3,           -0.5,            6.5,            3.2,           -6.8
              0,             63,            0.0,            0.1,            0.1,            0.2,           -2.1,           -0.8,            4.1,          -14.1,           -8.4,          -12.3
              0,             64,            0.0,           -1.1,            0.4,            0.3,            2.7,            0.5,            0.9,            8.4,           -0.2,           -3.1
              0,             65,            0.0,            0.0,            0.1,            1.2,            1.0,            0.5,           -2.1,            0.7,            1.3,           -8.6
              0,             66,            0.0,           -0.6,            0.9,           -0.0,            2.6,           -3.0,            1.0,            7.3,           -8.0,            3.6
              0,             67,            0.0,           -0.6,            1.1,            0.6,            1.1,            1.2,            1.3,            2.5,           -6.4,           -3.9
              0,             68,            0.0,           -0.1,           -0.2,            0.3,           -1.8,           -0.7,           -2.1,           -8.2,           36.7,          -52.0
              0,             69,            0.0,           -1.2,            0.1,            1.3,           -0.2,           -0.1,           -1.5,            3.5,            0.4,           -5.2
              0,             70,            0.0,            0.1,            2.3,            0.7,            2.0,           -0.9,           -0.9,           -0.2,           -3.1,           -0.8
              0,             71,            0.0,            1.4,           -0.4,           -0.3,           -1.9,            1.5,            1.3,           -6.2,            1.7,            1.3
              0,             72,            0.0,           -0.2,           -0.1,            0.5,           -3.7,            3.0,           -0.0,            6.5,            7.1,          -14.2
              0,             73,            0.0,            0.8,            1.0,           -0.6,            0.4,           -1.0,            0.6,           -2.8,           -5.1,            2.3
              0,             74,            0.0,            0.9,            0.8,           -0.3,           -1.1,           -1.5,           -0.7,           -4.8,           -4.4,            0.9
              0,             75,            0.0,           -0.5,            0.1,           -0.4,            2.8,            0.0,            0.4,           15.4,           -3.7,           16.1
              0,             76,            0.0,            0.7,            0.3,            1.2,           -0.5,            1.1,           -1.6,           -3.8,           -0.9,           -6.5
              0,             77,            0.0,           -0.4,            0.5,           -0.5,            1.0,            0.9,            1.2,            4.6,          -12.3,           12.6
              0,             78,            0.0,            0.5,           -0.5,            0.2,           -1.0,            3.2,           -2.2,           -8.6,            5.7,           -7.5
              0,             79,            0.0,            1.6,           -1.3,           -1.3,           -0.7,            2.4,           -0.8,           -1.2,            1.9,            2.4
              0,             80,            0.0,           -0.5,            1.0,            0.1,            0.4,           -1.0,            1.5,           -1.5,          -11.3,           -1.9
              0,             81,            0.0,            1.7,           -0.1,            0.9,            1.0,           -0.6,           -1.8,           -4.0,            0.6,           -1.8
              0,             82,            0.0,           -0.8,            0.4,           -0.3,            0.7,           -2.4,            0.6,           13.9,           -6.3,            5.1
              0,             83,            0.0,            0.1,           -0.6,           -0.8,           -2.6,            0.2,            0.4,           -0.7,            5.4,            8.3
              0,             84,            0.0,           -0.8,            1.1,           -1.3,            0.4,            0.2,            1.0,            1.9,           -3.3,            3.8
              0,             85,            0.0,           -0.3,           -0.2,            0.0,           -0.2,           -0.1,           -4.1,           26.7,           20.8,           -3.7
              0,             86,            0.0,            0.0,            0.2,           -0.0,            0.4,           -3.9,           -0.6,           22.2,          -41.6,          -57.1
              0,             87,            0.0,            1.8,           -2.2,            0.4,           -1.3,            1.0,           -0.1,           -1.3,            1.7,           -0.2
              0,             88,            0.0,            0.9,            0.4,           -0.8,           -2.1,           -0.9,            0.6,           -4.9,           -0.9,            5.6
              0,             89,            0.0,            0.3,           -0.1,           -0.1,            2.2,            1.8,           -0.5,          -26.8,           -4.1,            5.9
              0,             90,            0.0,           -0.6,            0.1,            0.4,            0.2,           -0.6,           -3.0,           13.8,            3.4,          -11.5
              0,             91,            0.0,            1.2,           -0.9,           -0.1,           -2.1,            0.2,            1.9,           -5.0,            3.6,            0.4
              0,             92,            0.0,            0.6,           -1.7,            1.1,           -3.1,           -0.3,           -0.1,           -1.1,            2.8,           -2.3
              0,             93,            0.0,           -0.3,            0.4,           -0.4,           -0.1,            1.2,            0.5,            2.0,           -7.2,           13.6
              0,             94,            0.0,            0.3,            1.4,            2.1,            0.4,           -0.5,            0.6,           -0.6,           -1.6,           -2.5
              0,             95,            0.0,           -1.3,           -2.1,            1.5,           -0.2,           -0.4,            0.6,            1.2,            1.7,           -1.2
              0,             96,            0.0,           -0.9,           -0.3,            0.7,            0.8,            2.3,           -2.4,            5.5,            4.3,           -5.2
              0,             97,            0.0,            1.5,            1.0,            1.0,           -0.3,            0.8,           -0.5,           -2.6,           -2.1,           -1.7
              0,             98,            0.0,           -0.5,           -0.6,            0.4,            1.1,            1.1,           -4.1,            6.3,            8.7,           -5.0
              0,             99,            0.0,            0.1,            0.9,            0.6,           -1.5,           -1.9,           -1.0,           -2.2,           -7.7,           -4.0
              0,            100,            0.0,           -1.0,            0.6,            0.7,            1.0,           -0.1,           -2.0,            6.0,           -2.2,           -5.9
              0,            101,            0.0,           -0.6,           -2.3,            1.4,            0.6,            0.3,            0.7,            0.4,            2.0,           -1.2
              0,            102,            0.0,            0.9,            1.5,           -0.2,            1.0,           -0.6,            2.7,           -2.4,           -4.7,            0.0
              0,            103,            0.0,           -1.3,            0.3,            1.0,            1.4,           -0.6,           -0.5,            5.2,           -0.8,           -3.9
              0,            104,            0.0,            0.1,            0.0,            0.0,            0.6,           -0.8,           -1.2,           -9.9,          -11.2,          -15.7
              0,            105,            0.0,            0.0,            0.1,           -0.2,            0.7,            2.3,            0.2,          -11.8,          -13.4,           12.9
              0,            106,            0.0,           -0.5,           -0.3,           -0.7,           -0.3,            2.6,            0.4,            5.0,            4.6,            8.6
              0,            107,            0.0,           -0.6,           -0.9,           -1.8,            2.0,            0.5,            0.8,            1.4,            1.9,            3.2
              0,            108,            0.0,           -0.4,           -0.5,            0.7,            2.9,           -0.0,           -1.6,            3.5,            6.0,           -8.1
              0,            109,            0.0,           -0.2,           -0.6,           -0.4,           -1.3,            0.9,            1.3,            4.8,           10.4,            6.8
              0,            110,            0.0,            0.8,            0.0,            1.7,           -1.2,            1.7,            0.5,           -2.1,           -0.1,           -4.0
              0,            111,            0.0,           -0.0,           -0.2,           -0.6,           -2.8,            0.4,            2.1,           -1.4,            7.4,           14.0
              0,            112,            0.0,           -0.3,            0.4,           -0.2,            3.5,           -0.2,            0.2,            5.5,          -15.5,            6.5
              0,            113,            0.0,           -0.5,            1.4,           -0.6,           -0.7,           -0.3,            2.0,            0.5,           -4.9,            2.7
              0,            114,            0.0,            1.0,            1.3,           -0.4,            0.2,           -1.1,           -1.6,           -3.5,           -3.6,            1.5
              0,            115,            0.0,           -1.1,            0.3,            0.0,            0.1,           -0.6,           -1.9,            8.9,           -0.4,            0.5
              0,            116,            0.0,            0.7,            0.4,            1.0,            1.0,            1.6,           -1.5,           -5.4,           -2.3,           -3.4
              0,            117,            0.0,            1.3,           -0.3,           -1.0,           -1.1,           -0.5,            0.9,           -4.1,            0.9,            3.6
              0,            118,            0.0,           -0.0,            0.5,            0.6,           -2.1,           -2.9,           -1.3,           -4.0,           -8.8,           -9.5
              0,            119,            0.0,            0.4,            0.3,            1.9,           -1.2,            1.9,           -0.4,           -0.8,           -0.6,           -4.2
              0,            120,            0.0,            0.7,           -0.4,            0.3,            0.0,            1.2,            0.7,          -10.0,            3.2,           -4.4
              0,            121,            0.0,            0.6,            1.6,            0.8,           -1.4,           -0.5,           -0.2,           -1.4,           -3.5,           -1.6
              0,            122,            0.0,            0.1,            0.0,           -0.0,           -1.3,            4.0,           -1.7,           -9.7,          -10.3,            9.7
              0,            123,            0.0,            0.9,            0.4,           -0.3,           -0.8,            0.7,           -1.4,           -7.2,           -4.4,            2.3
              0,            124,            0.0,           -0.1,           -0.0,           -0.2,           -2.4,            1.0,           -0.9,           14.1,           13.1,           17.5
              0,            125,            0.0,            0.4,           -0.1,            0.2,            0.8,            2.8,            0.6,          -17.3,           -0.1,           -8.9
              0,            126,            0.0,            0.1,           -0.3,            0.0,            2.4,           -1.6,            4.2,           -4.0,           20.3,          -10.1
              0,            127,            0.0,           -0.6,            0.7,            0.4,            0.3,           -0.5,            3.1,           13.8,          -13.2,           -6.4
              0,            128,            0.0,            0.3,            1.2,           -0.1,           -1.1,           -1.3,            0.3,           -1.2,           -5.6,            0.2
              0,            129,            0.0,            0.0,           -0.6,           -0.4,           -0.9,            1.6,           -0.2,            1.1,           10.3,            7.8
              0,            130,            0.0,           -0.4,            0.1,           -0.2,            1.4,           -3.0,            1.2,           13.7,            2.3,           10.9
              0,            131,            0.0,           -0.5,            0.1,            0.2,           -0.7,           -1.7,            1.4,           12.1,           -8.9,           -9.1
              0,            132,            0.0,            0.4,           -1.1,            0.1,           -0.1,            1.5,           -1.8,           -4.2,            8.4,           -1.0
              0,            133,            0.0,            0.0,           -0.4,            0.5,            0.2,           -0.0,           -1.4,           -1.7,           12.0,          -12.2
              0,            134,            0.0,            1.6,            0.5,            1.0,           -0.3,            0.5,           -1.9,           -3.0,           -1.3,           -2.1
              0,            135,            0.0,           -0.9,           -1.0,           -0.3,            2.4,           -0.8,            0.2,            4.1,            5.0,            1.3
              0,            136,            0.0,           -0.1,            0.1,            0.0,            2.6,            1.7,            0.0,          -12.2,          -10.2,           10.3
              0,            137,            0.0,            0.6,           -1.1,            0.8,           -1.9,            1.7,           -0.4,           -2.3,            3.9,           -3.4
              0,            138,            0.0,           -0.2,           -0.2,           -0.0,            2.1,           -0.3,            1.8,           19.5,           26.5,            5.8
              0,            139,            0.0,           -0.5,            0.1,           -0.4,            0.6,           -2.8,            4.1,            7.2,            4.0,            7.9
              0,            140,            0.0,            1.4,            2.1,            1.8,            1.9,            2.5,           -1.1,           -0.9,           -1.3,           -1.1
              0,            141,            0.0,            0.6,           -0.2,           -0.5,           -1.5,           -0.7,            2.4,           -8.5,            2.2,            7.6
              0,            142,            0.0,           -0.8,            0.1,            0.9,           -0.8,           -0.3,            0.3,            2.9,           -0.3,           -7.8
              0,            143,            0.0,            0.1,           -0.2,           -0.1,           -1.8,            1.9,            5.1,           -3.1,           14.0,            4.4
              0,            144,            0.0,            0.3,            0.2,            0.9,           -3.0,            2.1,            2.4,           -6.5,           -3.4,           -6.1
              0,            145,            0.0,            1.3,            0.2,            0.2,           -2.3,           -1.1,           -0.7,           -5.6,           -0.3,           -0.8
              0,            146,            0.0,           -0.2,            0.0,            0.6,            0.2,            3.0,            1.9,            5.6,            0.7,          -15.0
              0,            147,            0.0,            0.3,            0.3,            1.1,            0.1,           -1.1,           -3.3,           -2.8,            1.3,           -8.8
              0,            148,            0.0,           -0.3,            0.1,            0.3,            1.2,            2.0,            1.9,           11.1,            1.6,          -14.3
              0,            149,            0.0,           -0.6,           -0.1,           -0.8,            1.4,            1.5,            2.7,            5.3,            1.0,            9.0
              0,            150,            0.0,           -0.1,            0.1,            0.0,            3.7,            0.2,            2.2,           15.3,           -5.0,          -26.2
              0,            151,            0.0,            0.3,            0.4,            1.1,            0.7,            1.6,           -2.5,           -3.5,           -8.3,           -5.7
              0,            152,            0.0,            0.3,            0.3,            0.4,            0.6,            0.1,           -4.2,          -10.4,           -7.7,           -6.4
              0,            153,            0.0,           -0.8,            0.9,           -1.2,            3.3,           -0.3,           -0.5,            2.2,           -1.9,            3.5
              0,            154,            0.0,            0.6,            0.1,           -0.1,           -2.7,            2.2,           -0.4,          -12.2,           -3.8,            1.2
              0,            155,            0.0,            0.4,            0.5,           -0.9,           -1.7,           -0.3,            1.3,           -2.1,           -3.2,            6.6
              0,            156,            0.0,           -0.3,           -0.4,            0.3,            2.2,            2.6,           -0.4,            7.9,           11.9,           -8.7
              0,            157,            0.0,           -0.3,            0.5,            0.6,           -0.6,           -2.1,            1.6,            0.9,           -6.5,          -10.4
              0,            158,            0.0,           -2.0,            1.3,            0.6,            0.5,            0.4,            0.2,            2.7,           -1.6,           -0.8
              0,            159,            0.0,           -0.3,           -0.0,           -0.4,            0.9,           -1.9,            3.7,            9.2,            3.8,           14.3
              0,            160,            0.0,           -0.3,            0.3,            0.0,            4.0,            0.3,            1.8,            9.5,          -17.2,           -8.2
              0,            161,            0.0,           -0.9,           -1.4,           -0.8,            0.2,            0.2,            1.5,           -2.0,            2.7,           -0.4
              0,            162,            0.0,            0.2,           -0.4,            0.1,           -1.1,            4.6,            0.7,          -13.3,           13.9,           -5.0
              0,            163,            0.0,           -0.0,            0.3,           -0.5,           -0.2,            1.1,            2.9,           -3.7,           -9.8,           16.5
              0,            164,            0.0,           -0.7,            3.7,            1.1,           -0.4,            0.8,           -0.7,            0.2,           -1.3,           -0.3
              0,            165,            0.0,            1.1,           -0.2,            0.7,           -1.7,           -0.2,           -0.6,           -6.4,            0.0,           -4.0
              0,            166,            0.0,            1.5,            0.2,            0.6,           -0.8,           -1.9,           -0.2,           -4.6,           -0.6,           -1.9
              0,            167,            0.0,            0.3,           -2.0,            0.4,           -0.6,            0.7,            0.8,           -0.1,            3.8,           -0.4
              0,            168,            0.0,           -0.5,            0.3,           -0.1,           -0.6,           -2.6,           -2.5,           25.1,          -18.1,           20.1
              0,            169,            0.0,            0.2,           -0.0,           -0.1,           -3.9,            3.1,           -1.6,          -22.4,           -8.0,            5.1
              0,            170,            0.0,           -1.1,            1.0,           -0.0,            3.4,           -0.9,           -1.2,            6.0,           -5.5,            0.4
              0,            171,            0.0,           -1.0,            0.7,            0.5,            1.5,           -2.0,           -0.5,            5.8,           -6.1,           -3.3
              0,            172,            0.0,           -0.1,           -0.9,            0.4,            2.3,            0.4,           -2.7,            0.3,           12.3,           -2.3
              0,            173,            0.0,           -0.1,            1.6,            0.4,           -0.4,           -1.0,           -1.2,           -0.2,           -5.3,           -1.1
              0,            174,            0.0,           -1.4,           -0.6,           -0.0,            1.6,            0.3,            1.5,            5.3,            2.5,            0.5
              0,            175,            0.0,           -0.7,           -0.1,           -0.4,            2.5,           -1.1,           -0.9,            7.9,            5.5,            9.0
              0,            176,            0.0,           -0.5,           -0.4,           -0.1,            2.3,           -1.5,           -3.3,           10.4,            8.2,            3.3
              0,            177,            0.0,            0.1,            0.2,           -0.0,           -0.1,            1.1,           -4.1,          -35.5,           33.0,           -5.9
              0,            178,            0.0,            1.1,            0.2,           -0.0,           -2.8,           -1.1,           -0.4,           -7.0,           -1.7,            0.2
              0,            179,            0.0,            0.2,           -0.7,            0.0,           -3.3,            2.0,            0.5,           -2.6,           15.9,           -2.2
              0,            180,            0.0,            1.3,            1.8,            0.9,            0.6,           -1.8,            0.9,           -1.7,           -2.3,           -1.0
              0,            181,            0.0,           -0.4,            0.5,            0.8,           -1.2,           -2.0,            0.2,            4.1,          -10.0,          -10.4
              0,            182,            0.0,            0.2,            0.6,           -0.4,            2.1,           -1.7,            0.9,           -3.2,           -8.9,            7.2
              0,            183,            0.0,            0.7,            0.8,           -0.8,           -1.1,           -1.2,            1.2,           -2.5,           -3.9,            4.5
              0,            184,            0.0,            2.0,            0.5,            0.9,           -1.0,            0.7,           -0.0,           -3.6,           -0.8,           -1.3
              0,            185,            0.0,           -0.7,           -0.5,           -0.2,            1.9,            3.4,           -0.4,            4.7,            9.8,           -9.1
              0,            186,            0.0,            0.3,            0.5,            3.0,           -0.7,            1.0,           -0.6,           -0.2,           -0.3,           -2.2
              0,            187,            0.0,            0.3,            0.6,           -0.3,           -1.6,            0.3,            0.5,           -7.1,           -8.2,            3.1
              0,            188,            0.0,           -0.2,            1.6,            1.5,           -0.8,           -1.7,           -0.6,            0.2,           -3.0,           -2.4
              0,            189,            0.0,           -0.6,           -1.2,           -0.6,            0.2,            1.5,           -0.0,            1.7,            5.1,            2.0
              0,            190,            0.0,           -0.2,            0.1,            0.3,           -3.5,            1.1,            1.3,            1.0,           -3.1,          -16.6
              0,            191,            0.0,            0.2,           -0.2,           -0.1,           -0.5,            0.3,           -1.0,          -25.6,           11.2,            9.0
              0,            192,            0.0,           -0.1,           -0.8,            0.5,            1.3,            0.6,           -1.1,            2.2,            5.7,           -6.9
              0,            193,            0.0,           -1.6,            0.1,           -0.9,           -0.0,            1.7,            1.2,            4.1,            0.1,            3.3
              0,            194,            0.0,            0.1,           -0.1,           -0.2,            0.8,           -2.4,           -1.6,           18.3,          -81.9,            9.4
              0,            195,            0.0,           -0.1,           -0.7,            0.0,            2.5,          -17.9,            3.5,            3.6,           14.6,           -0.3
              0,            196,            0.0,           -1.1,           -0.5,            1.0,            0.2,            1.9,           -2.5,            3.9,            2.9,           -4.0
              0,            197,            0.0,           -0.2,           -0.1,           -0.5,           -1.3,            0.3,            0.9,            6.6,            7.5,           14.4
              0,            198,            0.0,            0.8,            0.6,           -0.8,           -0.2,           -1.7,            1.9,           -4.5,           -3.0,            4.1
              0,            199,            0.0,           -1.4,            1.7,           -0.1,            2.3,            1.3,            1.4,            2.5,           -3.1,            0.3
              0,            200,            0.0,           -1.0,            0.5,            0.1,           -0.6,            1.5,           -1.6,            6.9,           -4.1,            0.1
              0,            201,            0.0,           -0.2,            0.3,           -0.1,           -1.1,           -0.4,           -1.2,           12.5,          -20.1,           12.1
              0,            202,            0.0,           -0.3,           -0.7,           -1.8,            0.8,            2.2,           -0.2,            0.3,            3.8,            0.0
              0,            203,            0.0,            0.9,            0.2,           -0.3,           -2.7,            0.9,            2.3,           -7.0,           -1.3,            2.8
              0,            204,            0.0,           -0.1,           -0.3,           -0.1,            0.9,            0.7,            2.1,            9.6,           25.6,           12.7
              0,            205,            0.0,           -0.4,            0.5,            0.4,           -3.2,           -1.2,           -0.4,            7.6,           -0.4,           -5.2
              0,            206,            0.0,            0.0,           -0.1,            0.5,            0.5,            3.8,           -1.4,           -4.9,            1.9,          -13.6
              0,            207,            0.0,            0.5,           -0.5,           -0.1,           -0.1,            4.1,            1.6,          -10.6,            6.5,            1.9
              0,            208,            0.0,           -1.5,           -0.7,           -1.8,            0.3,            0.2,           -1.8,            1.8,            0.6,            1.7
              0,            209,            0.0,            0.8,           -0.6,           -0.1,           -2.2,            2.1,            0.4,           -9.7,            5.9,            1.0
              0,            210,            0.0,           -0.3,            0.6,            0.1,           -0.1,           -0.0,            0.1,            3.5,          -15.1,           -2.8
              0,            211,            0.0,            0.0,            0.2,           -0.3,            2.0,           -0.4,            1.5,           -8.2,          -15.9,           13.3
              0,            212,            0.0,           -0.5,            0.3,           -0.1,            2.3,           -3.1,            1.3,            7.2,            8.7,           -4.8
              0,            213,            0.0,           -0.1,            0.1,           -0.2,           -1.3,           -1.8,           -5.1,          -15.9,           -3.8,           26.6
              0,            214,            0.0,           -0.2,            0.5,           -0.0,            5.5,            0.7,           -0.1,           -1.0,          -15.9,            1.9
              0,            215,            0.0,            1.0,            3.5,           -0.7,            1.3,            0.4,           -0.2,           -0.4,           -1.3,            0.4
              0,            216,            0.0,           -0.1,            0.2,            0.9,            2.2,           -0.8,           -3.5,            1.4,           -1.6,           -9.9
              0,            217,            0.0,           -1.0,            1.9,           -1.6,            0.6,           -1.4,           -0.4,            0.9,           -1.9,            1.7
              0,            218,            0.0,           -1.1,            0.6,            0.3,            1.8,           -0.8,            0.4,            7.8,           -4.9,           -2.6
              0,            219,            0.0,           -0.5,            0.7,            0.4,            4.2,           -0.8,           -0.6,           -2.4,           -6.9,           -2.9
              0,            220,            0.0,            0.3,           -0.2,            0.1,           -3.1,            1.1,            2.5,          -19.9,            5.2,           -6.7
              0,            221,            0.0,            0.2,           -0.2,           -0.1,            0.8,            2.5,            2.4,          -10.4,            7.0,            7.3
              0,            222,            0.0,           -0.4,            0.5,            0.4,           -0.1,           -2.6,           -0.3,            1.9,          -16.3,           -7.7
              0,            223,            0.0,           -0.1,           -0.1,            0.2,           -0.1,           -2.0,            0.7,           11.8,          -16.7,           15.5
              0,            224,            0.0,           -2.1,           -1.0,            2.1,           -2.0,            0.0,           -1.0,            1.3,            0.7,           -1.4
              0,            225,            0.0,            0.4,            1.4,           -0.1,           -2.6,           -0.5,            0.9,           -2.4,           -6.3,            1.0
              0,            226,            0.0,            1.6,            0.9,           -1.8,           -0.6,           -0.3,            0.4,           -2.4,           -1.0,            0.4
              0,            227,            0.0,            0.4,           -0.3,           -0.1,           -0.8,            0.2,            3.6,          -16.9,            6.5,            3.2
