       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,             24,            0.1,            0.2,           -2.0,           -1.9,           -0.6,            0.1,           -1.5,           -0.2,            1.9,            1.7
              0,             25,            0.1,            0.8,            0.4,           -1.3,            3.1,            1.7,            0.4,           -3.2,           -2.1,            4.6
              0,             26,            0.1,           -0.4,            0.1,            0.9,           -2.7,           -0.9,           -2.9,            2.0,           -1.9,          -12.5
              0,             27,            0.1,            1.3,            1.2,           -0.3,           -0.5,           -1.4,           -1.8,           -3.2,           -2.2,            0.4
              0,             28,            0.1,           -0.2,           -0.1,           -0.6,           -4.0,           -2.5,            0.1,           16.1,           -1.8,            6.9
              0,             29,            0.1,            0.3,            0.5,            0.2,            0.1,           -0.9,            1.9,           -4.1,           -7.4,           -5.2
              0,             30,            0.1,            0.3,            0.6,           -0.2,           -1.6,           -3.2,            2.0,           -6.7,          -10.7,           -2.0
              0,             31,            0.1,           -0.5,           -1.5,            1.5,           -1.0,           -1.1,           -1.6,            0.7,            2.6,           -3.0
              0,             32,            0.1,            0.3,           -0.1,           -0.1,           -0.8,            1.4,            2.1,          -14.8,            7.2,          -12.1
              0,             33,            0.1,            0.9,           -0.3,           -0.1,           -3.5,            1.0,           -1.3,           -7.0,            0.2,           -4.6
              0,             34,            0.1,           -0.3,           -1.0,            0.4,            1.9,            0.6,           -1.7,            1.1,            5.2,           -1.1
              0,             35,            0.1,           -0.2,           -0.5,            0.0,           -3.8,            0.8,           -0.4,           -7.5,            3.7,           -7.4
              0,             36,            0.1,            1.2,           -0.2,           -0.7,           -2.0,           -0.9,           -1.4,           -6.7,           -0.4,            3.5
              0,             37,            0.1,           -0.1,           -0.1,           -0.7,           -1.4,           -2.8,            2.3,           -6.0,            1.9,           12.1
              0,             38,            0.1,            1.8,           -1.7,           -1.4,            0.9,           -0.1,            0.7,           -1.6,            1.6,            1.0
              0,             39,            0.1,           -1.4,           -1.1,           -0.3,            0.6,            1.1,            0.7,            4.3,            4.1,           -0.1
              0,             40,            0.1,           -0.4,           -0.3,            0.7,            1.8,            1.2,           -3.8,          116.7,         1003.7,         1031.7
              0,             41,            0.1,            0.9,           -0.9,           -1.1,           -1.7,            1.3,           -0.6,           -3.1,            3.9,            4.0
              0,             42,            0.1,           -0.1,           -0.5,           -0.4,            1.1,            2.7,           -0.2,           -3.6,            8.4,            5.6
              0,             43,            0.1,           -0.3,            0.0,            0.5,            0.9,            0.6,            0.8,           -6.9,            5.1,          -10.6
              0,             44,            0.1,           -0.9,           -0.0,            0.1,           -0.6,           -2.1,            0.5,           11.1,           -2.1,            1.5
              0,             45,            0.1,            0.7,           -1.8,            2.8,            2.2,           -2.2,            1.1,           -0.4,            0.7,           -1.3
              0,             46,            0.1,            0.4,            1.5,           -1.0,            1.9,           -0.0,            2.4,           -0.8,           -4.0,            2.5
              0,             47,            0.1,            1.6,           -0.3,           -1.1,           -1.3,           -1.8,            1.4,           -3.9,            0.4,            2.3
              0,             48,            0.1,            0.7,           -0.3,           -0.5,           -1.3,            1.6,            0.2,           -4.5,           -1.2,            2.0
              0,             49,            0.1,           -0.9,            0.7,           -0.5,           -1.7,            3.2,           -0.7,            5.0,           -4.6,            3.3
              0,             50,            0.1,            1.7,           -1.5,            0.8,            0.8,           -3.0,            0.0,           -1.9,            1.7,           -1.0
              0,             51,            0.1,           -1.2,           -0.7,           -0.7,           -0.6,            0.9,            2.7,            1.3,           -4.2,            1.9
              0,             52,            0.1,           -0.5,           -0.4,           -0.2,            2.7,           -2.1,           -1.8,           14.7,            7.7,           -5.0
              0,             53,            0.1,            0.2,            0.2,           -0.7,            1.3,            0.9,            4.1,           -5.7,           -1.9,           12.3
              0,             54,            0.1,            0.0,            0.2,           -0.5,            2.6,           -1.3,           -3.3,            6.6,          -15.7,           12.5
              0,             55,            0.1,           -0.1,            0.1,           -1.5,           -0.5,           -0.9,            1.1,            0.7,           -0.4,            7.0
              0,             56,            0.1,            1.2,           -0.2,           -0.2,           -2.4,            0.9,           -0.9,           -8.5,           -0.9,           -1.3
              0,             57,            0.1,            0.5,           -0.7,           -0.8,           -1.8,            1.2,            1.0,           -1.6,            5.5,            4.7
              0,             58,            0.1,           -0.6,           -1.6,           -1.2,            0.3,            1.3,            2.1,            1.0,            3.3,            2.8
              0,             59,            0.1,           -0.5,           -0.3,           -0.3,           -1.4,           -0.4,           -3.8,            9.6,            3.4,           16.9
              0,             60,            0.1,           -1.3,           -0.8,           -0.7,            2.0,            2.6,           -2.0,            7.2,            7.0,            3.2
              0,             61,            0.1,            0.2,           -0.2,           -0.2,           -0.3,            0.4,            0.1,            0.2,           11.4,            5.6
              0,             62,            0.1,           -0.6,           -1.3,           -0.7,           -0.7,           -0.4,           -0.4,            1.4,            4.9,            2.2
              0,             63,            0.1,            0.1,            1.1,           -0.3,           -3.5,            0.2,           -0.6,           -0.9,           -8.3,            0.4
              0,             64,            0.1,           -0.4,           -0.6,            0.1,            0.3,            0.3,            0.7,            4.0,            6.7,           -6.4
              0,             65,            0.1,           -1.3,            0.7,            0.5,           -2.4,           -2.2,           -0.4,            4.9,          -12.1,            0.4
              0,             66,            0.1,           -0.9,           -0.3,            0.1,            0.9,            0.2,           -3.0,            9.7,            5.4,           -2.6
              0,             67,            0.1,           -0.8,            0.4,            0.2,            2.0,           -3.1,            0.8,           -5.0,          -13.8,           18.3
              0,             68,            0.1,           -0.3,           -1.0,            1.1,           -1.0,           -0.6,            0.2,            0.1,            2.9,           -5.3
              0,             69,            0.1,            1.0,           -0.7,           -0.3,            1.1,            0.5,           -1.5,           -6.4,            6.4,           -0.3
              0,             70,            0.1,           -1.3,           -0.3,            0.4,           -1.2,           -1.1,           -1.5,            7.1,            1.4,           -2.8
              0,             71,            0.1,            1.3,            2.1,           -0.2,           -1.7,            1.4,           -1.2,           -1.9,           -3.2,            0.5
              0,             72,            0.1,           -0.3,            0.4,           -1.1,           -1.5,            0.7,            2.5,            3.0,           -3.6,            7.3
              0,             73,            0.1,            1.8,           -0.2,            1.0,           -0.8,            0.7,           -1.3,           -2.7,            0.1,           -1.7
              0,             74,            0.1,           -1.2,            0.4,            1.7,           -1.9,           -0.7,           -2.0,            1.7,           -0.8,           -3.3
              0,             75,            0.1,           -0.3,           -0.4,           -0.2,           -0.7,            3.9,           -2.1,           -5.2,            4.7,            1.7
              0,             76,            0.1,           -2.2,           -0.4,            0.3,            0.3,            1.9,            0.2,            3.7,            0.4,           -0.5
              0,             77,            0.1,           -0.5,            0.1,            0.1,            4.5,            0.7,            1.5,            2.2,           -6.4,            3.1
              0,             78,            0.1,            0.2,            0.2,           -0.2,           -2.1,           -4.1,           -0.2,           -5.2,          -48.9,          -45.4
              0,             79,            0.1,            0.2,            0.1,           -0.3,            1.2,           -2.4,           -1.4,          -23.2,           57.1,          -23.2
              0,             80,            0.1,           -0.5,            0.1,            0.3,           -0.8,           -0.6,            0.2,            8.5,           13.2,           10.0
              0,             81,            0.1,           -0.6,           -0.8,            0.2,            0.4,            2.9,            1.1,            5.1,            7.4,           -2.3
              0,             82,            0.1,           -0.4,           -0.2,            0.7,           -1.0,           -2.5,           -1.1,         -113.8,         -993.2,        -1049.1
              0,             83,            0.1,            0.3,           -0.7,            0.8,            0.3,            2.2,           -0.6,           -3.5,            2.6,           -4.9
              0,             84,            0.1,           -0.5,            0.5,           -0.2,           -3.9,           -0.1,            0.2,            5.6,           -7.7,            2.6
              0,             85,            0.1,            0.3,            0.1,            0.0,           -0.7,            2.1,           -2.8,          -15.4,           -4.3,           -9.5
              0,             86,            0.1,            1.0,            1.8,           -0.0,            3.4,            4.4,            1.2,           -1.2,           -2.7,           -0.9
              0,             87,            0.1,            0.0,            0.1,           -0.5,           -3.0,            1.0,           -0.6,            9.2,            8.4,           11.4
              0,             88,            0.1,            0.2,            0.6,           -0.7,           -0.5,           -0.9,            1.9,            1.2,           -9.5,            8.1
              0,             89,            0.1,            0.0,            0.6,           -0.4,           -4.3,           -0.2,            1.2,           -1.3,          -16.6,            4.4
              0,             90,            0.1,           -0.7,            1.0,            1.0,            1.6,           -2.2,           -0.7,            2.0,           -3.7,           -4.3
              0,             91,            0.1,            0.0,           -0.3,           -0.7,            2.6,            2.8,           -0.4,           -4.9,           10.1,           11.7
              0,             92,            0.1,           -0.1,            0.5,           -0.4,            0.6,           -3.0,            0.7,            9.3,           -7.2,            0.1
              0,             93,            0.1,           -1.3,            0.5,            0.5,           -1.3,           -0.9,           -1.1,            6.8,            5.8,           -4.8
              0,             94,            0.1,            2.2,            0.7,           -3.4,            0.3,           -0.5,           -0.9,           -0.6,           -0.2,            1.0
              0,             95,            0.1,            0.3,           -0.1,            1.5,           -0.7,           -0.9,           -1.7,           -1.6,           -0.1,           -4.5
              0,             96,            0.1,            0.7,            0.2,            0.5,            0.9,           -2.7,           -0.4,           -6.6,           -0.0,           -5.1
              0,             97,            0.1,           -0.1,           -0.9,           -0.5,            1.9,            2.9,            2.0,           -0.5,            7.8,            3.8
              0,             98,            0.1,            2.5,           -0.0,           -1.3,           -1.3,            2.8,           -2.5,           -2.3,           -0.1,            0.9
              0,             99,            0.1,           -0.4,            1.2,            0.6,            0.1,           -2.2,            0.1,            2.5,           -9.4,           -3.3
