       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,              0,            0.1,           -0.5,           -0.1,           -0.2,           -0.1,            2.5,            1.0,            7.4,           -5.2,            6.5
              0,              1,            0.1,           -0.4,            0.3,            0.4,            1.2,            0.8,            0.7,           -4.0,          -17.0,           -2.8
              0,              2,            0.1,           -1.6,           -0.9,           -1.1,           -1.6,           -0.2,           -0.7,            3.7,            1.7,            3.3
              0,              3,            0.1,            0.6,           -0.3,           -1.9,           -0.0,            0.7,            1.3,           -1.1,            0.6,            4.2
              0,              4,            0.1,           -0.5,           -0.4,           -0.9,           -1.5,           -1.5,            0.7,            5.0,            2.8,            8.2
              0,              5,            0.1,            0.8,           -0.4,           -0.7,           -1.4,            3.1,            0.2,           -5.3,            4.0,            6.8
              0,              6,            0.1,            0.4,            0.6,           -0.7,            2.2,           -2.4,            2.4,           -8.8,           -5.9,            6.3
              0,              7,            0.1,            0.8,           -0.5,           -0.3,           -2.3,            2.9,           -2.0,           -3.2,            6.1,           -0.8
              0,              8,            0.1,           -1.2,            2.0,            0.3,            0.6,           -1.0,           -0.3,            1.6,           -2.8,           -0.3
              0,              9,            0.1,            0.2,            0.1,            0.0,            1.6,            1.0,           -2.7,            2.9,           -0.1,          -12.0
              0,             10,            0.1,           -0.5,           -0.1,            0.0,           -1.0,            2.5,            0.6,            5.7,            2.7,           -0.2
              0,             11,            0.1,            0.7,            0.7,            0.5,           -0.8,            0.0,           -2.2,           -5.5,           -4.8,           -3.8
              0,             12,            0.1,           -0.9,           -0.9,            0.8,            0.8,            1.3,           -1.6,            4.0,            3.6,           -4.3
              0,             13,            0.1,           -0.4,            0.2,            0.6,            3.7,            1.3,           -1.9,            2.1,           -7.8,          -17.2
              0,             14,            0.1,            0.4,            0.5,            0.5,            1.0,           -2.0,            0.0,           -2.9,           -3.8,           -7.1
              0,             15,            0.1,            0.1,            0.2,           -0.3,            3.7,            2.8,           -0.9,           24.6,          -14.4,           45.1
              0,             16,            0.1,           -0.8,            0.4,            0.3,            2.8,            1.2,            1.1,           21.2,            1.0,          -21.7
              0,             17,            0.1,           -0.3,            1.0,            0.5,           -2.4,           -1.2,           -0.3,           -1.6,           -2.2,           -1.5
              0,             18,            0.1,           -0.4,            0.1,            0.4,            4.6,           -2.7,            0.1,            1.7,          -11.5,          -15.7
              0,             19,            0.1,           -0.2,           -0.6,           -0.1,            0.3,           -2.4,            1.5,           -0.0,           14.5,            2.7
              0,             20,            0.1,            0.2,            0.2,           -0.4,            1.8,            0.9,            4.6,          -28.3,           -4.2,           22.3
              0,             21,            0.1,            0.0,           -1.1,            0.4,           -1.2,           -3.4,           -2.9,           -5.4,            6.6,           -1.4
              0,             22,            0.1,           -0.2,           -1.1,            0.6,            1.4,            2.9,           -1.3,            0.6,            7.1,           -6.7
              0,             23,            0.1,           -0.8,           -1.2,            0.1,            0.2,            1.5,           -1.6,            3.6,            6.6,           -0.5
