       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,             20,            0.1,            0.2,            0.3,            0.1,           -1.2,            1.0,            3.8,          -12.0,          -11.0,           -8.1
              0,             21,            0.1,           -0.1,           -1.4,            0.1,           -1.5,           -2.6,           -3.0,           -0.8,            7.3,           -1.0
              0,             22,            0.1,           -0.1,           -0.8,            0.4,            1.2,            3.5,           -2.1,           -3.0,            6.2,           -8.9
              0,             23,            0.1,           -0.8,           -1.0,           -0.1,            0.6,            2.2,           -1.7,            4.0,            7.5,           -0.1
              0,             24,            0.1,            0.1,           -2.0,           -2.0,           -0.6,            0.3,           -1.3,           -0.1,            1.7,            1.7
              0,             25,            0.1,            1.1,            0.6,           -1.2,            2.8,            1.5,            0.8,           -3.2,           -2.2,            3.5
              0,             26,            0.1,           -0.7,            0.0,            0.5,           -2.1,           -1.0,           -4.2,           11.8,           -0.4,          -12.3
              0,             27,            0.1,            1.2,            1.1,           -0.5,           -0.8,           -1.7,           -1.8,           -3.6,           -3.1,            0.6
              0,             28,            0.1,           -0.5,           -0.3,           -0.6,           -3.6,           -3.0,            0.8,           -1.0,           -9.2,          -25.0
              0,             29,            0.1,            0.3,            0.4,            0.3,           -0.3,           -1.7,            1.3,           -6.3,           -9.0,           -8.0
              0,             30,            0.1,            0.1,            0.2,           -0.0,           -1.5,           -4.6,            1.6,            5.6,           -8.5,           -2.1
              0,             31,            0.1,           -0.6,           -1.6,            1.4,           -1.0,           -0.8,           -1.8,            0.9,            2.9,           -2.7
              0,             32,            0.1,            0.2,            0.0,            0.1,           -1.6,            2.1,            0.8,           -6.9,            7.4,          -10.0
              0,             33,            0.1,            0.5,           -0.2,           -0.3,           -4.5,            1.4,           -2.1,           -9.7,           11.9,          -11.0
              0,             34,            0.1,           -0.1,           -0.9,            0.2,            1.8,            1.3,           -1.7,           -3.9,           11.2,           -1.9
              0,             35,            0.1,           -0.5,           -0.4,           -0.1,           -3.8,            1.1,           -0.5,            5.9,            5.1,            2.3
              0,             36,            0.1,            0.9,           -0.3,           -0.8,           -2.8,           -0.8,           -1.0,           -7.0,            2.2,            5.6
              0,             37,            0.1,           -0.2,           -0.4,           -0.4,           -1.3,           -2.3,            3.3,            3.9,            2.4,            7.2
              0,             38,            0.1,            1.8,           -1.7,           -1.3,            0.7,            0.0,            0.8,           -1.6,            1.5,            0.9
              0,             39,            0.1,           -1.3,           -1.0,           -0.3,            1.1,            1.5,            0.7,            5.3,            4.9,            0.4
              0,             40,            0.1,           -0.3,           -0.0,            0.5,            1.4,            2.6,           -2.4,            0.9,           10.3,           -9.9
              0,             41,            0.1,            0.7,           -0.8,           -1.1,           -2.0,            1.7,           -0.2,           -2.7,            4.2,            4.9
              0,             42,            0.1,            0.0,           -0.1,           -0.4,            1.5,            3.5,            0.6,            7.5,          -11.9,           10.3
              0,             43,            0.1,           -0.3,            0.1,            0.5,            0.6,            0.7,           -0.8,            0.4,           -2.8,          -17.7
              0,             44,            0.1,           -0.9,           -0.3,            0.1,            0.6,           -2.3,            0.2,           11.7,            2.3,           -3.5
              0,             45,            0.1,            0.9,           -2.0,            2.9,            2.2,           -2.2,            1.0,           -0.4,            0.7,           -1.1
              0,             46,            0.1,            0.6,            1.5,           -0.8,            1.8,           -0.4,            2.6,           -1.2,           -4.2,            1.9
              0,             47,            0.1,            1.5,           -0.5,           -0.9,           -1.7,           -1.8,            1.7,           -4.9,            1.3,            2.3
              0,             48,            0.1,            0.5,           -0.1,           -0.5,           -2.0,           -0.8,            0.2,         -154.2,         -489.6,         -260.1
              0,             49,            0.1,           -1.0,            1.0,           -0.6,           -1.3,            2.7,           -0.4,            3.6,           -4.2,            2.4
              0,             50,            0.1,            1.7,           -1.8,            0.8,            0.6,           -2.8,           -0.1,           -1.6,            1.5,           -0.8
              0,             51,            0.1,           -1.3,           -0.6,           -0.4,           -0.1,            0.8,            2.7,            6.9,            1.6,            1.8
              0,             52,            0.1,           -0.2,           -0.5,           -0.4,            3.3,           -1.1,           -1.6,            3.5,           14.6,            2.9
              0,             53,            0.1,            0.3,            0.3,           -0.3,           -0.7,           -1.3,            5.3,          -23.0,           -3.9,          -96.0
              0,             54,            0.1,            0.3,            0.1,           -0.7,            2.3,           -2.6,           -1.9,         -113.5,         -131.1,           22.0
              0,             55,            0.1,           -0.2,            0.0,           -1.3,           -0.4,           -1.0,            1.8,            1.1,           -0.7,            7.7
              0,             56,            0.1,            1.0,           -0.1,           -0.3,           -3.3,            0.9,           -1.0,          -11.5,            0.7,           -1.4
              0,             57,            0.1,            0.4,           -0.6,           -0.7,           -2.0,            1.8,            1.6,           -3.1,            8.4,            6.7
              0,             58,            0.1,           -0.6,           -1.4,           -1.0,            0.4,            1.7,            2.5,            0.6,            4.9,            5.3
              0,             59,            0.1,           -0.6,           -0.4,           -0.7,           -0.1,            0.3,           -2.8,            8.9,            7.0,           34.7
              0,             60,            0.1,           -1.1,           -0.5,           -0.8,            2.5,            3.0,           -1.4,            5.6,            1.6,            5.4
              0,             61,            0.1,            0.2,           -0.1,           -0.2,           -0.7,            1.7,           -0.2,           -4.6,            8.5,           -7.3
              0,             62,            0.1,           -0.7,           -1.3,           -0.7,           -0.5,            0.1,           -0.2,            2.0,            4.4,            0.2
              0,             63,            0.1,           -0.2,            1.1,           -0.3,           -3.5,           -0.6,           -0.5,            0.8,           -7.8,            1.7
              0,             64,            0.1,           -0.4,           -0.5,            0.2,            0.4,            0.9,            0.3,           -7.7,            3.7,            5.2
              0,             65,            0.1,           -1.4,            0.4,            0.4,           -0.1,           -1.7,           -1.4,          -12.2,           11.1,            0.6
              0,             66,            0.1,           -0.8,           -0.2,           -0.1,            1.8,            0.8,           -2.6,           10.3,            0.2,            4.4
              0,             67,            0.1,           -0.5,            0.1,            0.3,            3.2,           -3.5,            1.1,           69.3,          -30.4,          -13.8
              0,             68,            0.1,           -0.4,           -1.0,            1.1,           -1.0,           -0.3,           -0.3,            0.4,            3.1,           -4.7
              0,             69,            0.1,            1.1,           -0.6,           -0.5,            0.5,            1.0,           -1.6,           -6.0,            4.4,            0.1
              0,             70,            0.1,           -1.4,           -0.4,            0.3,           -0.5,           -1.0,           -1.7,            6.9,            1.6,           -2.1
              0,             71,            0.1,            1.1,            2.2,           -0.4,           -1.8,            1.1,           -1.1,           -0.8,           -2.6,            0.7
              0,             72,            0.1,           -0.4,            0.4,           -0.8,           -1.1,            0.2,            3.3,            4.0,           -5.7,            8.3
              0,             73,            0.1,            1.7,           -0.1,            0.9,           -1.1,            0.7,           -1.5,           -3.2,            0.1,           -1.9
              0,             74,            0.1,           -1.4,            0.3,            1.5,           -1.7,           -0.8,           -2.3,            2.2,           -0.7,           -3.3
              0,             75,            0.1,           -0.4,            0.0,           -0.4,           -0.3,            3.9,           -1.8,            8.6,           -1.0,            6.9
              0,             76,            0.1,           -2.2,           -0.2,            0.3,            0.7,            1.9,            0.2,            4.2,            0.3,           -0.6
              0,             77,            0.1,           -0.0,            0.1,            0.3,            4.3,            0.3,            1.6,           -2.7,            0.0,           -6.2
              0,             78,            0.1,            0.0,           -0.2,           -0.3,           -1.3,           -3.7,           -1.3,           -3.9,           27.8,            0.6
              0,             79,            0.1,            0.2,           -0.0,           -0.4,            0.0,           -1.0,           -0.5,           -5.7,            4.9,            8.3
              0,             80,            0.1,           -0.5,            0.0,            0.3,           -0.4,           -0.1,           -0.0,          -54.6,           30.4,            5.0
              0,             81,            0.1,           -0.5,           -0.5,            0.3,            1.7,            3.7,            0.8,           33.9,          -22.1,          -15.5
              0,             82,            0.1,           -0.5,           -0.5,            0.3,           -0.6,           -2.5,           -4.8,          -17.1,           37.3,           -7.2
              0,             83,            0.1,            0.3,           -0.5,            0.7,           -0.1,            2.5,           -1.2,           -4.1,            3.7,           -6.8
              0,             84,            0.1,           -0.9,            0.4,           -0.2,           -3.2,           -0.8,            0.5,            8.5,           -5.9,            2.2
              0,             85,            0.1,            0.2,            0.2,           -0.3,           -0.0,           -0.8,           -3.4,           19.1,            2.9,            9.6
              0,             86,            0.1,            1.4,            2.2,            0.1,            3.2,            4.2,            1.0,           -1.7,           -2.1,           -0.9
              0,             87,            0.1,           -0.2,            0.2,           -0.5,           -2.1,            0.8,            0.3,            4.6,           -7.1,            9.2
              0,             88,            0.1,            0.1,            0.5,           -0.5,           -0.5,           -2.0,            2.7,            0.7,          -13.1,            7.8
              0,             89,            0.1,           -0.4,            0.5,           -0.3,           -3.9,           -1.5,            1.5,            4.8,          -10.3,            2.9
              0,             90,            0.1,           -0.5,            0.8,            0.9,            1.8,           -2.5,           -1.2,            2.2,           -4.1,           -7.1
              0,             91,            0.1,            0.3,            0.1,           -0.7,            2.7,            3.9,            1.1,          110.8,          126.3,            8.1
              0,             92,            0.1,            0.0,            0.1,           -0.3,            1.3,           -3.9,            0.9,            9.8,           -6.0,            3.1
              0,             93,            0.1,           -1.5,            0.4,            0.4,           -2.5,           -1.9,           -0.5,           23.4,          -15.7,           -4.2
              0,             94,            0.1,            2.2,            0.6,           -3.5,            0.2,           -0.6,           -0.8,           -0.6,           -0.2,            1.0
              0,             95,            0.1,            0.3,           -0.2,            1.4,           -0.9,           -0.9,           -2.2,           -1.7,            0.3,           -5.9
              0,             96,            0.1,            0.7,           -0.1,            0.4,            0.2,           -2.6,           -1.0,           -8.2,            1.6,           -5.4
              0,             97,            0.1,            0.0,           -0.6,           -0.3,            1.7,            3.9,            2.3,           -5.5,           12.2,            1.7
              0,             98,            0.1,            2.4,            0.2,           -1.6,           -1.6,            2.8,           -2.4,           -2.1,           -0.3,            1.1
              0,             99,            0.1,           -0.4,            0.9,            0.5,           -0.1,           -3.4,           -0.5,           -5.2,           -8.1,           -5.5
