       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,             36,            0.1,            1.6,            0.0,            0.0,           -0.2,           -0.5,           -2.0,           -4.2,           -0.9,           -0.2
              0,             37,            0.1,            0.6,            0.9,           -0.6,           -1.5,           -2.2,           -0.9,           -1.8,           -1.9,           -0.1
              0,             38,            0.1,            1.3,           -1.6,           -1.5,            1.5,           -0.8,            0.1,           -1.5,            1.7,            2.0
              0,             39,            0.1,           -1.5,           -1.2,           -0.5,           -0.3,           -0.3,            0.2,            3.3,            1.9,            1.5
              0,             40,            0.1,           -0.5,            0.1,            0.9,            0.1,           -0.5,            1.3,            0.5,            1.2,           -3.7
              0,             41,            0.1,            1.2,           -1.1,           -0.6,            0.2,           -0.2,           -1.7,           -4.7,            2.4,           -0.4
              0,             42,            0.1,           -0.6,           -0.8,           -0.0,            0.9,           -0.4,           -1.0,            0.8,            2.1,           -0.4
              0,             43,            0.1,           -0.7,           -0.3,           -0.4,           -0.1,            1.5,            2.6,            5.0,           -0.0,            2.3
              0,             44,            0.1,           -0.1,            0.2,           -0.0,           -2.2,            0.4,           -0.1,           -1.9,           -2.3,           -0.4
              0,             45,            0.1,           -0.2,           -0.8,            2.3,            2.3,           -2.6,            2.0,            0.6,            0.7,           -3.9
              0,             46,            0.1,           -0.4,            1.2,           -1.7,            1.7,            1.3,            1.2,            1.3,           -2.0,            2.8
              0,             47,            0.1,            1.9,            0.4,           -1.5,           -0.2,           -1.7,            0.7,           -2.0,           -0.5,            1.6
              0,             48,            0.1,            0.9,           -0.9,           -0.5,           -0.1,            1.4,           -0.3,           -0.8,            0.9,            0.2
              0,             49,            0.1,            0.1,           -0.5,            0.3,           -2.4,            2.1,           -3.2,           -0.2,            0.7,            0.9
              0,             50,            0.1,            1.2,           -0.2,            0.6,            1.8,           -3.5,            0.8,           -3.3,            0.3,           -2.9
              0,             51,            0.1,           -0.9,           -1.0,           -1.4,           -1.3,            0.6,            1.0,            1.8,            1.7,            3.1
              0,             52,            0.1,           -0.8,            0.6,            0.5,           -0.6,           -2.1,           -1.7,            4.2,           -3.1,           -0.9
              0,             53,            0.1,           -0.3,           -0.1,           -1.6,            1.1,            0.7,            0.6,           -0.4,           -1.1,            8.7
              0,             54,            0.1,           -0.7,            0.3,            0.8,            1.3,            1.0,           -2.7,            5.1,           -4.6,           -0.4
              0,             55,            0.1,            0.2,            0.3,           -1.2,           -1.0,            0.3,           -1.9,           -1.3,           -0.8,            4.4
              0,             56,            0.1,            1.9,           -0.7,            0.2,           -1.7,            0.9,           -0.7,           -4.9,            2.8,           -2.1
              0,             57,            0.1,            1.2,           -0.9,           -0.8,           -1.3,            0.5,           -1.0,           -2.9,           -0.2,            5.0
              0,             58,            0.1,           -0.7,           -1.9,           -1.9,           -0.0,            0.4,            1.2,            0.6,            1.7,            1.9
              0,             59,            0.1,           -0.1,            0.1,            0.7,           -0.5,           -1.2,           -0.9,           -4.0,           -1.0,           -1.5
              0,             60,            0.1,           -1.7,           -1.7,            0.1,            0.1,            1.9,           -2.0,            2.3,            2.6,           -0.3
              0,             61,            0.1,            0.3,           -0.3,           -0.5,            0.7,           -0.1,            0.8,           -4.5,            1.2,            2.5
              0,             62,            0.1,           -0.2,           -0.8,           -0.4,           -1.2,           -2.3,           -1.5,           -0.6,            3.3,            3.4
              0,             63,            0.1,            1.2,            0.6,           -0.1,           -1.8,            1.9,           -0.2,           -3.2,           -2.4,           -0.3
              0,             64,            0.1,           -0.1,           -0.1,           -0.5,            0.7,           -2.7,            1.6,           -1.8,          -17.7,           16.2
              0,             65,            0.1,           -0.1,            0.9,            0.5,           -3.1,            0.4,            0.4,           -1.9,           -2.8,           -5.2
              0,             66,            0.1,           -0.8,            0.1,            1.1,           -1.3,           -1.5,           -1.5,            7.3,            0.3,           -5.4
              0,             67,            0.1,           -1.3,            1.0,            0.1,            0.6,           -0.5,            0.1,            2.6,           -2.7,            0.2
              0,             68,            0.1,            0.1,           -0.6,            0.6,           -0.5,           -0.4,            3.0,           -2.8,            1.6,           -1.6
              0,             69,            0.1,            0.5,           -0.4,            0.5,            2.0,           -1.3,           -1.5,           -4.4,            0.8,           -2.2
              0,             70,            0.1,           -0.3,            0.1,            0.8,           -3.0,           -0.6,           -0.6,           -1.7,           -0.5,           -2.1
              0,             71,            0.1,            1.7,            1.3,            0.2,           -0.6,            2.5,           -1.2,           -2.7,           -1.6,           -0.4
              0,             72,            0.1,            0.3,            0.0,           -1.7,           -1.0,            0.9,            0.4,           -1.4,           -0.0,            4.0
              0,             73,            0.1,            2.0,           -0.4,            1.4,            0.1,            0.6,           -0.6,           -2.0,            0.4,           -1.7
              0,             74,            0.1,           -0.3,            0.6,            2.3,           -2.3,           -0.3,           -0.8,            0.5,           -1.0,           -2.8
              0,             75,            0.1,            0.0,           -1.2,            0.5,           -0.7,            1.0,           -1.5,           -2.3,            4.3,            0.1
              0,             76,            0.1,           -2.1,           -1.1,            0.1,           -1.0,            1.6,            0.4,            3.2,            1.0,           -0.2
              0,             77,            0.1,           -1.7,            0.0,           -0.2,            1.8,            0.1,            0.2,            4.1,           -0.6,            0.6
              0,             78,            0.1,            0.0,            1.0,           -0.5,            2.5,           -1.1,            0.6,          -17.9,           15.1,           42.2
              0,             79,            0.1,           -0.2,            1.1,           -0.4,           -0.3,           -1.6,            0.8,            6.2,           -7.6,            0.2
              0,             80,            0.1,           -0.4,            0.2,            0.2,            0.0,            0.5,            0.8,            2.5,           -2.6,           -1.9
              0,             81,            0.1,           -0.5,           -1.5,           -0.3,           -0.4,            0.6,            1.1,            0.9,            4.9,            1.1
              0,             82,            0.1,           -0.6,            0.2,            1.2,            0.2,           -1.4,           -0.3,            0.3,           -2.6,           -9.4
              0,             83,            0.1,           -0.1,           -1.3,            0.8,            1.3,            0.6,            0.9,           -0.3,            4.0,           -4.4
              0,             84,            0.1,            0.9,            0.0,            0.1,           -2.7,            1.8,           -0.7,           -3.6,           -3.7,           -1.0
              0,             85,            0.1,            0.1,           -0.6,            0.8,            1.0,            0.5,           -1.9,            0.4,            3.8,           -7.7
              0,             86,            0.1,           -0.2,           -0.3,           -0.4,            2.6,            5.7,            1.1,            4.2,            5.7,           -0.4
              0,             87,            0.1,            0.8,           -0.2,            0.0,           -1.1,            0.9,           -1.3,           -0.5,            0.7,           -0.3
              0,             88,            0.1,            0.1,            1.2,           -1.5,            0.3,           -0.9,            1.2,           -0.3,           -2.6,            3.1
              0,             89,            0.1,            1.3,            0.3,           -0.6,           -2.2,            1.0,            0.1,           -3.5,           -0.9,            2.1
              0,             90,            0.1,           -1.2,            1.6,            1.0,            0.9,           -1.0,            0.4,            1.6,           -2.1,           -1.6
              0,             91,            0.1,           -0.9,           -1.0,            0.0,            1.4,            0.9,           -2.8,            2.2,            7.8,            4.7
              0,             92,            0.1,            0.0,            1.0,           -0.4,           -1.0,            0.5,           -0.2,           13.7,          -19.8,          -38.5
              0,             93,            0.1,           -0.3,            0.8,            0.6,           -3.2,           -0.1,            0.6,            2.5,           -1.9,           -3.4
              0,             94,            0.1,            2.0,            0.9,           -3.0,            0.5,           -0.4,           -1.4,           -0.7,           -0.4,            1.1
              0,             95,            0.1,            0.5,            0.3,            1.9,           -0.2,           -0.8,           -0.1,           -1.2,           -0.4,           -4.6
              0,             96,            0.1,           -0.1,            1.1,            0.3,            2.8,           -1.4,            1.1,           -0.2,           -9.3,           -1.4
              0,             97,            0.1,           -1.0,           -1.7,           -1.0,            1.9,            1.0,            0.5,            1.5,            2.9,            1.8
              0,             98,            0.1,            2.9,           -1.1,           -0.2,           -0.5,            2.6,           -2.7,           -2.0,            0.7,            0.1
              0,             99,            0.1,           -0.3,            1.7,            0.4,           -0.3,           -0.2,            0.6,            0.9,           -4.6,           -0.8
