       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,              1,1988999999999999901909255192576.0,       144753.4,        48429.6,            0.0,           -0.1,            0.3,            0.0,           -0.0,           -0.0,            0.0
              0,              2,5972000000000000327155712.0, -48210746279.1, -16129698592.3,            0.0,        18807.3,       -86184.9,            0.0,            0.1,            0.0,            0.0
