       #time[s],            tag,       mass[kg],           x[m],           y[m],           z[m],        vx[m/s],        vy[m/s],        vz[m/s],      ax[m/s^2],      ay[m/s^2],      az[m/s^2]
              0,              1,1988999999999999901909255192576.0,      -267209.1,      -238376.9,            0.0,            0.1,           -0.0,            0.0,            0.0,            0.0,            0.0
              0,              2,5972000000000000327155712.0,  88995112939.3,  79392450724.7,            0.0,       -39688.2,        14691.3,            0.0,           -0.0,           -0.0,            0.0
